firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name2758,lastname2758,April,9,1998,BS Communications Technology,Globe,Female
name2759,lastname2759,January,3,1997,BS Communications Technology,Smart,Male
name2760,lastname2760,May,2,2000,BS Information Technology Entrepreneurship,Globe,Male
name2761,lastname2761,January,11,1999,BS Legal Managemnet,Globe,Female
name2762,lastname2762,February,8,2001,BS Management Engineering,Smart,Male
name2763,lastname2763,December,21,1999,BS Management Engineering,Globe,Female
name2764,lastname2764,January,5,1997,BS Management,Smart,Male
name2765,lastname2765,September,5,1999,BS Legal Managemnet,Globe,Male
name2766,lastname2766,May,2,1998,BS Legal Managemnet,Globe,Female
name2767,lastname2767,November,6,1998,BS Management,Globe,Male
name2768,lastname2768,December,26,1997,BS Management Engineering,Globe,Female
name2769,lastname2769,June,28,2001,BS Management,Globe,Female
name2770,lastname2770,October,4,2000,BS Management Engineering,Smart,Female
name2771,lastname2771,July,14,2001,BS Communications Technology,Globe,Male
name2772,lastname2772,July,19,1997,BS Communications Technology,Globe,Male
name2773,lastname2773,September,9,1999,BS Legal Managemnet,Globe,Male
name2774,lastname2774,June,25,1997,BS Management Engineering,Globe,Female
name2775,lastname2775,January,3,2001,BS Management Engineering,Globe,Female
name2776,lastname2776,March,9,2001,BS Management Engineering,Smart,Male
name2777,lastname2777,September,15,1999,BS Management,Globe,Female
name2778,lastname2778,July,20,1997,BS Legal Management,Smart,Male
name2779,lastname2779,March,22,1997,BS Communications Technology,Globe,Male
name2780,lastname2780,September,21,1999,BS Management,Smart,Female
name2781,lastname2781,January,2,1997,BS Management,Globe,Female
name2782,lastname2782,July,8,2000,BS Management Engineering,Globe,Female
name2783,lastname2783,September,1,1997,BS Management Engineering,Smart,Female
name2784,lastname2784,February,7,1999,BS Management Engineering,Smart,Male
name2785,lastname2785,July,18,1999,BS Legal Managemnet,Smart,Female
name2786,lastname2786,March,15,1999,BS Information Technology Entrepreneurship,Globe,Female
name2787,lastname2787,April,13,1999,BS Information Technology Entrepreneurship,Globe,Male
name2788,lastname2788,July,9,1998,BS Management Engineering,Globe,Female
name2789,lastname2789,April,1,2000,BS Communications Technology,Globe,Male
name2790,lastname2790,December,7,1997,BS Management Engineering,Globe,Female
name2791,lastname2791,February,10,1999,BS Management,Globe,Female
name2792,lastname2792,December,1,2000,BS Information Technology Entrepreneurship,Globe,Female
name2793,lastname2793,January,23,1998,BS Management,Smart,Male
name2794,lastname2794,September,21,1997,BS Legal Management,Smart,Female
name2795,lastname2795,November,25,2001,BS Management Engineering,Globe,Female
name2796,lastname2796,November,8,1999,BS Management Engineering,Smart,Female
name2797,lastname2797,November,23,1997,BS Management,Smart,Male
name2798,lastname2798,March,7,1997,BS Information Technology Entrepreneurship,Globe,Male
name2799,lastname2799,August,4,1998,BS Management Engineering,Globe,Male
name2800,lastname2800,February,11,1999,BS Information Technology Entrepreneurship,Globe,Male
name2801,lastname2801,February,3,1997,BS Management Engineering,Smart,Female
name2802,lastname2802,March,10,1998,BS Legal Management,Globe,Male
name2803,lastname2803,May,8,2001,BS Communications Technology,Globe,Female
name2804,lastname2804,December,8,1997,BS Management,Globe,Female
name2805,lastname2805,May,1,1998,BS Communications Technology,Globe,Female
name2806,lastname2806,December,23,1997,BS Communications Technology,Globe,Female
name2807,lastname2807,February,10,2001,BS Management Engineering,Globe,Female
name2808,lastname2808,August,12,2001,BS Legal Management,Smart,Female
name2809,lastname2809,January,21,1999,BS Communications Technology,Smart,Female
name2810,lastname2810,February,19,2000,BS Management Engineering,Globe,Female
name2811,lastname2811,January,5,1999,BS Legal Managemnet,Globe,Female
name2812,lastname2812,April,10,2000,BS Management,Smart,Female
name2813,lastname2813,November,23,1999,BS Legal Managemnet,Globe,Female
name2814,lastname2814,November,1,1998,BS Information Technology Entrepreneurship,Smart,Male
name2815,lastname2815,March,8,1997,BS Management,Globe,Male
name2816,lastname2816,October,11,2001,BS Legal Managemnet,Globe,Female
name2817,lastname2817,October,1,2001,BS Management,Smart,Female
name2818,lastname2818,November,3,1997,BS Communications Technology,Smart,Female
name2819,lastname2819,June,11,1998,BS Management Engineering,Globe,Female
name2820,lastname2820,July,11,2001,BS Management Engineering,Globe,Female
name2821,lastname2821,July,10,1997,BS Legal Management,Globe,Male
name2822,lastname2822,May,15,1999,BS Information Technology Entrepreneurship,Globe,Female
name2823,lastname2823,November,5,1999,BS Management,Globe,Male
name2824,lastname2824,July,21,1998,BS Legal Management,Globe,Female
name2825,lastname2825,January,5,1999,BS Legal Managemnet,Globe,Female
name2826,lastname2826,February,26,1997,BS Communications Technology,Smart,Male
name2827,lastname2827,November,20,1999,BS Communications Technology,Smart,Male
name2828,lastname2828,June,19,1998,BS Communications Technology,Globe,Female
name2829,lastname2829,March,28,1999,BS Legal Management,Smart,Male
name2830,lastname2830,August,9,2000,BS Information Technology Entrepreneurship,Smart,Female
name2831,lastname2831,June,20,1999,BS Management,Globe,Female
name2832,lastname2832,December,4,1998,BS Information Technology Entrepreneurship,Globe,Female
name2833,lastname2833,August,26,2001,BS Legal Managemnet,Globe,Female
name2834,lastname2834,August,23,1997,BS Information Technology Entrepreneurship,Globe,Male
name2835,lastname2835,June,22,1997,BS Information Technology Entrepreneurship,Globe,Male
name2836,lastname2836,September,15,2000,BS Legal Managemnet,Smart,Male
name2837,lastname2837,September,4,1997,BS Communications Technology,Smart,Female
name2838,lastname2838,September,24,1997,BS Management,Smart,Female
name2839,lastname2839,November,20,1997,BS Communications Technology,Globe,Male
name2840,lastname2840,June,15,1997,BS Communications Technology,Globe,Female
name2841,lastname2841,April,18,1999,BS Information Technology Entrepreneurship,Globe,Female
name2842,lastname2842,May,13,2001,BS Management Engineering,Globe,Female
name2843,lastname2843,June,4,2001,BS Management,Globe,Female
name2844,lastname2844,November,24,2001,BS Management Engineering,Smart,Male
name2845,lastname2845,February,4,1998,BS Communications Technology,Smart,Female
name2846,lastname2846,April,10,1999,BS Management Engineering,Globe,Female
name2847,lastname2847,December,12,1999,BS Legal Management,Smart,Female
name2848,lastname2848,April,26,1997,BS Management,Globe,Male
name2849,lastname2849,March,7,1998,BS Communications Technology,Globe,Female
name2850,lastname2850,July,8,1999,BS Legal Management,Smart,Female
name2851,lastname2851,September,16,1997,BS Legal Managemnet,Globe,Male
name2852,lastname2852,October,16,1998,BS Communications Technology,Smart,Female
name2853,lastname2853,March,9,1997,BS Management Engineering,Globe,Male
name2854,lastname2854,October,2,1997,BS Management,Globe,Female
name2855,lastname2855,March,25,1999,BS Legal Management,Globe,Female
name2856,lastname2856,August,28,1998,BS Communications Technology,Smart,Male
name2857,lastname2857,July,20,1998,BS Legal Management,Globe,Male
name2858,lastname2858,September,10,2001,BS Legal Managemnet,Smart,Female
name2859,lastname2859,February,10,1998,BS Communications Technology,Smart,Female
name2860,lastname2860,April,13,1997,BS Management Engineering,Smart,Male
name2861,lastname2861,October,25,2001,BS Management Engineering,Globe,Female
name2862,lastname2862,August,18,2001,BS Management,Globe,Male
name2863,lastname2863,June,21,1997,BS Management,Smart,Female
name2864,lastname2864,March,15,2000,BS Legal Managemnet,Globe,Male
name2865,lastname2865,July,4,2001,BS Legal Management,Globe,Female
name2866,lastname2866,July,6,1998,BS Management,Globe,Female
name2867,lastname2867,November,24,2000,BS Management,Globe,Female
name2868,lastname2868,July,1,1997,BS Information Technology Entrepreneurship,Globe,Female
name2869,lastname2869,November,21,2000,BS Management,Smart,Male
name2870,lastname2870,December,11,2000,BS Management Engineering,Globe,Female
name2871,lastname2871,August,25,1997,BS Management Engineering,Globe,Female
name2872,lastname2872,September,27,2001,BS Information Technology Entrepreneurship,Globe,Female
name2873,lastname2873,March,10,1998,BS Management,Globe,Male
name2874,lastname2874,January,5,1997,BS Communications Technology,Globe,Female
name2875,lastname2875,August,10,1998,BS Information Technology Entrepreneurship,Globe,Male
name2876,lastname2876,February,11,1999,BS Legal Management,Globe,Male
name2877,lastname2877,July,1,1997,BS Communications Technology,Globe,Female
name2878,lastname2878,March,28,1997,BS Management Engineering,Globe,Male
name2879,lastname2879,April,24,1998,BS Management Engineering,Globe,Male
name2880,lastname2880,February,17,1999,BS Management Engineering,Globe,Male
name2881,lastname2881,March,9,1998,BS Communications Technology,Globe,Male
name2882,lastname2882,May,21,1998,BS Management,Smart,Male
name2883,lastname2883,August,6,1997,BS Communications Technology,Globe,Female
name2884,lastname2884,October,21,2000,BS Communications Technology,Globe,Male
name2885,lastname2885,December,15,1997,BS Information Technology Entrepreneurship,Globe,Male
name2886,lastname2886,January,8,1998,BS Information Technology Entrepreneurship,Smart,Male
name2887,lastname2887,June,4,1998,BS Communications Technology,Globe,Male
name2888,lastname2888,July,13,1999,BS Management,Smart,Female
name2889,lastname2889,June,23,1999,BS Communications Technology,Smart,Male
name2890,lastname2890,December,11,2000,BS Management,Globe,Male
name2891,lastname2891,March,21,1998,BS Management,Globe,Male
name2892,lastname2892,February,23,1999,BS Communications Technology,Smart,Female
name2893,lastname2893,January,18,1997,BS Management Engineering,Globe,Female
name2894,lastname2894,November,2,1999,BS Communications Technology,Globe,Male
name2895,lastname2895,March,5,1997,BS Management,Globe,Female
name2896,lastname2896,August,1,1997,BS Legal Management,Globe,Female
name2897,lastname2897,July,23,1999,BS Legal Managemnet,Globe,Female
name2898,lastname2898,December,13,1999,BS Management Engineering,Globe,Male
name2899,lastname2899,October,27,1999,BS Management,Globe,Male
name2900,lastname2900,August,28,2001,BS Management Engineering,Globe,Female
name2901,lastname2901,December,16,1998,BS Management,Globe,Female
name2902,lastname2902,February,10,1999,BS Management,Globe,Female
name2903,lastname2903,November,19,1999,BS Communications Technology,Globe,Male
name2904,lastname2904,December,15,1999,BS Management Engineering,Globe,Male
name2905,lastname2905,August,8,1999,BS Management Engineering,Globe,Male
name2906,lastname2906,October,21,2001,BS Communications Technology,Globe,Male
name2907,lastname2907,January,15,1999,BS Communications Technology,Globe,Male
name2908,lastname2908,April,21,1999,BS Information Technology Entrepreneurship,Smart,Male
name2909,lastname2909,January,10,2000,BS Legal Management,Globe,Female
name2910,lastname2910,April,21,1999,BS Information Technology Entrepreneurship,Globe,Female
name2911,lastname2911,April,13,2001,BS Legal Management,Smart,Female
name2912,lastname2912,December,14,1998,BS Communications Technology,Globe,Female
name2913,lastname2913,August,10,1997,BS Legal Management,Smart,Female
name2914,lastname2914,August,13,1998,BS Information Technology Entrepreneurship,Globe,Male
name2915,lastname2915,June,13,2000,BS Management Engineering,Smart,Male
name2916,lastname2916,November,15,1997,BS Information Technology Entrepreneurship,Smart,Male
name2917,lastname2917,May,11,1997,BS Management Engineering,Globe,Female
name2918,lastname2918,February,20,1997,BS Management Engineering,Smart,Male
name2919,lastname2919,May,27,2000,BS Information Technology Entrepreneurship,Globe,Female
name2920,lastname2920,August,11,2001,BS Information Technology Entrepreneurship,Globe,Male
name2921,lastname2921,June,2,1998,BS Management Engineering,Smart,Female
name2922,lastname2922,September,8,1997,BS Legal Managemnet,Globe,Female
name2923,lastname2923,July,17,1999,BS Management Engineering,Globe,Female
name2924,lastname2924,November,15,1997,BS Legal Managemnet,Smart,Male
name2925,lastname2925,January,25,2001,BS Legal Management,Globe,Male
name2926,lastname2926,April,23,1999,BS Communications Technology,Globe,Female
name2927,lastname2927,May,12,1999,BS Management Engineering,Globe,Male
name2928,lastname2928,October,20,2001,BS Legal Managemnet,Smart,Female
name2929,lastname2929,March,5,2000,BS Management,Globe,Female
name2930,lastname2930,September,8,1999,BS Management,Globe,Female
name2931,lastname2931,April,10,1999,BS Management Engineering,Globe,Female
name2932,lastname2932,September,13,1997,BS Legal Management,Smart,Female
name2933,lastname2933,March,4,1997,BS Legal Management,Globe,Female
name2934,lastname2934,August,1,1997,BS Communications Technology,Smart,Female
